name,glass-size (oz),category,measurement-1,unit-1,ingredient-1,measurement-2,unit-2,ingredient-2,measurement-3,unit-3,ingredient-3,measurement-4,unit-4,ingredient-4,measurement-5,unit-5,ingredient-5,measurement-6,unit-6,ingredient-6,special ingredients,instructions,glass,glass-size (oz),Cocktail Measurment,Match
Caledonia,6,Cocktail Classics,0.5,oz, Creme de Cacao (Brown),1,oz, Brandy,1,oz, Milk,1,oz, Egg Yolk,,,,,,,Cinnamon,Shake well with ice and Strain into old-fashioned glass over ice cubes. Top with cinnamon.,Old-Fashioned Glass,6,3.5,FALSE
Caf_ di Amaretto ,10,Cocktail Classics,1,oz, Hot Black Coffee,1,oz, Amaretto,,,,,,,,,,,,,Whipped Cream,Add 1 oz. Amaretto to a cup of black coffee. Top with whipped cream.,Beer Mug,10,2,FALSE
Cafe De Paris Cocktail,6,Cocktail Classics,1,oz, Egg White,1,oz, Anis,1,oz, Light cream,1.5,oz, Gin,,,,,,,,Shake with ice and strain into cocktail glass.,Cocktail Glass,6,4.5,FALSE
Aztec's Mark,6,Whiskies,2,oz, Bourbon whiskey,0.5,oz, White creme de cacao,0.25,oz, Benedictine,2,oz, Hot red pepper sauce,,,,,,,Orange Twist,Stir with ice and strain into chilled cocktail glass. Garnish with an orange twist.,Cocktail Glass,6,4.75,FALSE
Fontainebleau Special,6,Brandy,0.5,oz, Brandy,1,oz, Anisette,0.5,oz, Dry Vermouth,,,,,,,,,,,Shake with ice and strain into chilled cocktail glass.,Cocktail Glass,6,2,FALSE
Suntan,7,Cocktail Classics,2,oz, Hot Shot Tropical Fruit Liqueur,2,oz, Orange Juice,,,,,,,,,,,,,,Pour over ice in a highball glass. Fill with club soda.,Highball Glass,7,4,FALSE
Sunburn,7,Cocktail Classics,2,oz, Hot Shot Tropical Fruit Liqueur,2,oz, Grapefruit Juice,,,,,,,,,,,,,,Pour over ice in a highball glass. Fill with club soda. Add a dash of grenadine for color.,Highball Glass,7,4,FALSE
Suissesse Cocktail,6,Cocktail Classics,0.5,oz, Anisette,1,oz, Egg White,,,,,,,,,,,,,,Shake with ice and strain into cocktail glass.,Cocktail Glass,6,1.5,FALSE
Strawberry Sunries,7,Cocktail Classics,2,oz, Strawberry schnapps,0.5,oz, Grenadine,,,,,,,,,,,,,Strawberry,Pour over ice in a highball glass. Fill with orange juice. Garnish with a strawberry,Highball Glass,7,2.5,FALSE
Autumn Leaves,6,Whiskies,2,oz, Straight rye whiskey,0.75,oz, Apple Brandy,0.75,oz, Sweet Vermouth,0.25,oz, Strega,1,oz, Angostura Bitters,,,,Orange Twist,Stir with ice and strain into ice-filled old-fashioned glass. Garnish with an orange twist.,Old-Fashioned Glass,6,4.75,FALSE
Pickled Pink,6,Vodka,2,oz, Vodka,1,oz, Aquavit,0.5,oz, Dill pickle brine,2,oz, Angostura Bitters,,,,,,,Dill,Shake with ice and strain into cocktail glass. Garnish with dill.,Cocktail Glass,6,5.5,FALSE
Aquarius,6,Whiskies,1.5,oz, Blended Scotch Whiskey,0.5,oz, cherry-flavored brandy,1,oz, Cranberry Juice,,,,,,,,,,,Shake with ice and strain into old-fashioned glass over ice.,Old-Fashioned Glass,6,3,FALSE
Soul Kiss Cocktail,6,Cocktail Classics,1,oz, Orange Juice,1.5,oz, Dubonnet,0.75,oz, Dry Vermouth,0.75,oz, Bourbon,,,,,,,,Shake with ice and strain into cocktail glass.,Cocktail Glass,6,4,FALSE
Pickled Martini,6,Vodka,2,oz, Vodka,0.25,oz, Dry Vermouth,0.75,oz, Sweet pickle brine,,,,,,,,,,Pickle,Stir with ice and strain into chilled cocktail glass. Garnish with a pickle.,Cocktail Glass,6,3,FALSE
Sloe Gin Flip,5,Cocktail Classics,1,oz, Whole Egg,1,oz, Powdered Sugar,1,oz, Sloe gin,2,oz, Light Cream (if desired),,,,,,,Nutmeg,Shake with ice and strain into sour glass. Top with nutmeg.,Sour Glass,5,5,TRUE
Angel's Share,6,Whiskies,2,oz, Bourbon whiskey,0.5,oz, Amaro,0.25,oz, Creme de Cassis,1,oz, Orange Bitters,,,,,,,Lemon Twist,Stir with ice and strain into chilled cocktail glass. Garnish with a lemon twist.,Cocktail Glass,6,3.75,FALSE
Silver Stallion Fizz,7,Cocktail Classics,1,oz, Vanilla Ice Cream,2,oz, Gin,3,oz, Carbonated Water,,,,,,,,,,,Shake gin and ice cream with ice and strain into highball glass. Fill with carbonated water and stir.,Highball Glass,7,6,FALSE
Silver King Cocktail,6,Cocktail Classics,1,oz, Egg White,0.25,oz, Juice of a Lemon,1.5,oz, Gin,0.5,oz, Powdered Sugar,1,oz, Orange Bitters,,,,,Shake with ice and strain into cocktail glass.,Cocktail Glass,6,4.25,FALSE
American Trilogy,6,Whiskies,1,oz," Brown sugar cube, such as Demerara",1,oz, Straight rye whiskey,1,oz, Applejack,,,,,,,,,,Orange Twist,"Muddle sugar cube in mixer glass. Add whiskey, applejack, and ice. Stir and strain into chilled old-fashioned glass. Garnish with an orange twist.",Old-Fashioned Glass,6,3,FALSE
Silver Fizz,7,Cocktail Classics,0.25,oz, Juice of a Lemon,1,oz, Powdered Sugar,2,oz, Gin,1,oz, Egg White,,,,,,,,Shake with ice and strain into highball glass over two ice cubes.,Highball Glass,7,4.25,FALSE
Sherry Twist Cocktail,6,Cocktail Classics,1,oz, Cream sherry,0.5,oz, Brandy,0.5,oz, Dry Vermouth,0.5,oz, Triple Sec,1,oz, Lemon Juice,,,,"Orange Twist, Cinnamon",Shake with ice and strain into cocktail glass. Top with cinnamon and garnish with an orange twist.,Cocktail Glass,6,3.5,FALSE
Sherry Sangaree,6,Cocktail Classics,1,oz, Powdered Sugar,1,oz, Water,2,oz, Cream sherry,1,oz, Carbonated Water,1,oz, Port,,,,,"In an old-fashioned glass, dissolve powdered sugar in water, add sherry, and stir. Add ice cubes and a splash of carbonated water, leaving enough room on which to float port. Add port. Sprinkle lightly with nutmeg.",Old-Fashioned Glass,6,6,TRUE
Sherry Milk Punch,14,Cocktail Classics,1,oz, Powdered Sugar,2,oz, Cream sherry,16,oz,,,,,,,,,,,Nutmeg,"Shake with ice, strain into collins glass, and top with nutmeg.",Collins Glass,14,19,FALSE
Petit Zinc,6,Vodka,2,oz, Vodka,0.5,oz, Triple Sec,0.5,oz, Sweet Vermouth,0.5,oz, Orange juice,,,,,,,Orange Slice,Shake with ice and strain into chilled cocktail glass. Garnish with an orange slice.,Cocktail Glass,6,3.5,FALSE
Sherry Flip,5,Cocktail Classics,1,oz, Whole Egg,1,oz, Powdered Sugar,1.5,oz, Cream sherry,2,oz, Light Cream (if desired),,,,,,,Nutmeg,Shake with ice and strain into sour glass. Top with nutmeg.,Sour Glass,5,5.5,FALSE
Sherry-and-Egg Cocktail,6,Cocktail Classics,,,,2,oz, cream sherry,,,,,,,,,,,,,Egg Yolk,"Place an egg in a cocktail glass, being careful not to break the yolk. Add 2 oz. cream sherry.",Cocktail Glass,6,2,FALSE
Americana,14,Whiskies,2,oz, Tennessee whiskey,0.5,oz, Simple Syrup,2,oz, Angostura Bitters,1,oz, Chilled American sparkling wine,,,,,,,Peach Slice,Stir first three ingredients in ice-filled Collins glass. Fill with sparkling wine. Garnish with a peach slice.,Collins Glass,14,5.5,FALSE
Allegheny,6,Whiskies,2,oz, Bourbon whiskey,1,oz, Dry Vermouth,0.5,oz, Blackberry-flavored brandy,0.5,oz, Fresh lemon juice,,,,,,,Lemon Twist,Shake with ice and strain into chilled cocktail glass. Garnish with a lemon twist.,Cocktail Glass,6,4,FALSE
Sevilla Cocktail,5,Cocktail Classics,1,oz, Powdered Sugar,1,oz, Whole Egg,1,oz, Port,1,oz, Light Rum,,,,,,,,Shake with ice and strain into sour glass.,Sour Glass,5,4,FALSE
September Morn Cocktail,6,Cocktail Classics,1,oz, Egg White,1,oz, Light Rum,0.5,oz, Juice of a Lime,1,oz, Grenadine,,,,,,,,Shake with ice and strain into cocktail glass.,Cocktail Glass,6,3.5,FALSE
Peach Iced Tea,14,Vodka,1.5,oz, Peach-flavored vodka,0.5,oz, Orange curacao,0.75,oz, Fresh lemon juice,0.5,oz, Honey Syrup,1,oz, Iced tea,,,,"Peach Slice, Lemon Slice",Shake with ice and strain into ice-filled Collins glass. Garnish with a peach slice and a lemon slice.,Collins Glass,14,4.25,FALSE
Fantasio Cocktail,6,Brandy,0.5,oz, Brandy,0.75,oz, Dry Vermouth,1,oz, White creme de menthe,1,oz, Maraschino liqueur,,,,,,,,Stir with ice and strain into chilled cocktail glass.,Cocktail Glass,6,3.25,FALSE
Scotch Bird Flyer,6,Cocktail Classics,1.5,oz, Scotch,1,oz, Egg Yolk,0.5,oz, Triple Sec,0.5,oz, Powdered Sugar,1,oz, Light cream,,,,,Shake with ice and strain into champagne flute.,Champagne Flute,6,4.5,FALSE
Algonquin,6,Whiskies,2,oz, Straight rye whiskey,1,oz, Dry Vermouth,1,oz, Pineapple Juice,,,,,,,,,,,Shake with ice and strain into chilled cocktail glass.,Cocktail Glass,6,4,FALSE
Savannah,6,Cocktail Classics,0.25,oz, Juice of Orange,1,oz, Gin,1,oz, White creme de cacao,1,oz, Egg White,,,,,,,,Shake with ice and strain into cocktail glass.,Cocktail Glass,6,3.25,FALSE
Pink Rose Fizz,7,Cocktail Classics,0.25,oz, Juice of a Lemon,1,oz, Powdered Sugar,1,oz, Egg White,2,oz, Light cream,1,oz, Gin,,,,,Shake with ice and strain into highball glass over two ice cubes. Fill with carbonated water and stir.,Highball Glass,7,5.25,FALSE
Ninotchka Cocktail,6,Vodka,2,oz, Vodka,0.5,oz, White creme de cacao,0.25,oz, Fresh lemon juice,,,,,,,,,,,Shake with ice and strain into chilled cocktail glass.,Cocktail Glass,6,2.75,FALSE
Prairie Oyster,6,Cocktail Classics,0.5,oz, Brandy,1,oz, Worcestershire Sauce,1,oz, Catsup,1,oz, Vinegar,1,tsp, Pepper,,,,"Egg Yolk, Cayenne Pepper",Shake with ice and strain into old-fashioned glass over two ice cubes.  Top with unbroken egg yolk. Add a dash of cayenne pepper.,Old-Fashioned Glass,6,4.5,FALSE
Prairie Chicken,12,Cocktail Classics,1,oz, Gin,,,,,,,,,,,,,,,,"Egg Yolk, Pepper, Salt",Open egg without breaking the yolk and put in wine glass. Top with gin. Add pepper and salt.,Red-Wine Glass,12,1,FALSE
Pousse L'Amour,4,Cocktail Classics,1.25,oz, Maraschino,1,oz, Egg Yolk,0.5,oz, Benedictine,0.5,oz, Brandy,,,,,,,,"Pour carefully, in order given, into 2-oz. sherry glass, so that each ingredient floats on preceding one",Sherry Glass,4,3.25,FALSE
Puerto Apple,6,Cocktail Classics,1.5,oz, Applejack,0.75,oz, Light Rum,1,oz, Lime Juice,1,oz, Orgeat Syrup,,,,,,,Lime Slice,Shake with ice and strain into old-fashioned glass over ice cubes. Garnish with a lime slice.,Old-Fashioned Glass,6,4.25,FALSE
Akogare,6,Whiskies,2,oz, Straight rye whiskey,0.75,oz, Ginger syrup,0.75,oz," Cold brewed black tea, preferably Japanese",0.75,oz, Fresh lemon juice,,,,,,,Orange Twist,Shake with ice and strain into chilled cocktail glass. Garnish with an orange twist.,Cocktail Glass,6,4.25,FALSE
Prado,5,Cocktail Classics,1.5,oz, Tequila,0.75,oz, Lemon Juice,1,oz, Maraschino,0.5,oz, Egg White,1,oz, Grenadine,,,,"Lime Slice, Cherry",Shake with ice and strain into sour glass. Garnish with a lime slice and a cherry.,Sour Glass,5,4.75,FALSE
Port Wine Flip,5,Cocktail Classics,1,oz, Whole Egg,1,oz, Powdered Sugar,1.5,oz, Port,2,oz, Light Cream (if desired),,,,,,,Nutmeg,Shake with ice and strain into sour glass. Top with nutmeg.,Sour Glass,5,5.5,FALSE
Port Wine Cobbler,12,Cocktail Classics,1,oz, powdered sugar,2,oz, carbonated water,3,oz,shaved ice,3,oz, port,,,,,,,Seasonal Fruit,Dissolve 1 teaspoon powdered sugar in 2 oz. carbonated water; then fill goblet with shaved ice and add 3 oz. port. Stir and garnish with seasonal fruit. Serve with straws.,Red-Wine Glass,12,9,FALSE
Nijinksy Blini,6,Vodka,2,oz, Vodka,1,oz, Peach schnapps,1,oz, Peach puree,0.25,oz, Fresh lemon juice,3,oz,,,,,,Shake first four ingredients with ice. Strain into chilled champagne flute and top with Champagne.,Champagne Flute,6,7.25,FALSE
Affinity Cocktail (whisky),6,Whiskies,1.5,oz, Blended Scotch Whiskey,1,oz, Dry Vermouth,1,oz, Sweet Vermouth,3,oz, Orange Bitters,,,,,,,,Stir with ice and strain into chilled cocktail glass.,Cocktail Glass,6,6.5,FALSE
Plain Vermouth Cocktail,6,Cocktail Classics,0.75,oz, Dry Vermouth,1,oz, Sweet Vermouth,1,oz, Orange Bitters,,,,,,,,,,,Stir with ice and strain into chilled cocktail glass.,Cocktail Glass,6,2.75,FALSE
Ping-Pong Cocktail,6,Cocktail Classics,0.25,oz, Juice of a Lemon,1,oz, Egg White,2,oz, Sloe gin,,,,,,,,,,,Shake with ice and strain into cocktail glass.,Cocktail Glass,6,3.25,FALSE
Moscow Mule,10,Vodka,2,oz, Vodka,0.5,oz, Fresh Lime Juice,3,oz, Ginger beer,,,,,,,,,,Lime Slice,Pour vodka and lime juice into copper Moscow Mule mug or standard beer mug. Add ice cubes and fill with ginger beer. Squeeze lime slice and add to glass.,Beer Mug,10,5.5,FALSE
Phoebe Snow,6,Cocktail Classics,1.5,oz, Dubonnet,1.5,oz, Brandy,0.5,oz, Anis,,,,,,,,,,,Stir with ice and strain into cocktail glass.,Cocktail Glass,6,3.5,FALSE
Affinity Cocktail,6,Whiskies,2,oz, Straight rye whiskey,0.75,oz, Maraschino liqueur,0.75,oz, Fresh lemon juice,2,oz, Orange Bitters,,,,,,,,Stir with ice and strain into chilled cocktail glass.,Cocktail Glass,6,5.5,FALSE
Peggy Cocktail,6,Cocktail Classics,0.75,oz, Dry Vermouth,1.5,oz, Gin,0.25,oz, Anis,0.25,oz, Dubonnet,,,,,,,,Stir with ice and strain into cocktail glass.,Cocktail Glass,6,2.75,FALSE
Peach Blow Fizz,7,Cocktail Classics,0.25,oz, Juice of a Lemon,1,oz, Powdered Sugar,1,oz, Light cream,2,oz, Gin,1,oz, Peach,,,,,Shake with ice and strain into highball glass over ice cubes. Fill with carbonated water and stir.,Highball Glass,7,5.25,FALSE
Peach Blossom,7,Cocktail Classics,1,oz, Lemon Juice,0.5,oz, Powdered Sugar,2,oz, Gin,0.5,oz, Peach,,,,,,,,Shake with ice and strain into highball glass over ice cubes. Fill with carbonated water and stir.,Highball Glass,7,4,FALSE
Passion Mimosa,6,Cocktail Classics,2,oz, Chilled Passion Fruit Juice,3,oz, Chilled Champagne,,,,,,,,,,,,,Strawberry,"Pour chilled juice into champagne flute, fill with chilled champagne. Garnish with a strawberry.",Champagne Flute,6,5,FALSE
Mocha Express,6,Vodka,2,oz, Vodka,0.75,oz, Irish cream liqueur,0.75,oz, Coffee liqueur,0.75,oz, Cold brewed espresso coffee,,,,,,,,Shake with ice and strain into chilled cocktail glass.,Cocktail Glass,6,4.25,FALSE
Palmer Cocktail,6,Cocktail Classics,1.5,oz, Blended whiskey,1,oz, Bitters,0.5,oz, Lemon Juice,,,,,,,,,,,Stir with ice and strain in cocktail glass.,Cocktail Glass,6,3,FALSE
Mr. 404,6,Vodka,2,oz, Vodka,0.75,oz, Elderflower liqueur,0.75,oz, Fresh lemon juice,0.5,oz, Simple Syrup,1,oz, Aperol,,,,Orange Twist,Shake with ice and strain into chilled cocktail glass. Garnish with an orange twist.,Cocktail Glass,6,5,FALSE
Mountain Cocktail,6,Cocktail Classics,1,oz, Egg White,0.25,oz, Lemon Juice,0.25,oz, Dry Vermouth,0.25,oz, Sweet Vermouth,1,oz, Blended whiskey,,,,,Shake with ice and strain into cocktail glass.,Cocktail Glass,6,2.75,FALSE
Morning Glory Fizz,7,Cocktail Classics,0.25,oz, Juice of a Lemon,1,oz, Powdered Sugar,1,oz, Egg White,0.5,oz, Anis,1,oz, Scotch,,,,,Shake with ice and strain into highball glass over two ice cubes. Fill with carbonated water and stir.,Highball Glass,7,3.75,FALSE
Adderly Cocktail,6,Whiskies,2,oz, Straight rye whiskey,0.75,oz, Maraschino liqueur,2,oz, Orange Bitters,0.75,oz, Fresh lemon juice,,,,,,,Flamed Orange Twist,Shake with ice and strain into cocktail glass. Garnish with a flamed orange twist.,Cocktail Glass,6,5.5,FALSE
Fancy Brandy,6,Brandy,0.5,oz, Brandy,0.25,oz, Triple Sec,0.25,oz, Simple Syrup,1,oz, Angostura Bitters,,,,,,,Lemon Twist,Shake with ice and strain into chilled cocktail glass. Garnish with a lemon twist.,Cocktail Glass,6,2,FALSE
Montreal Gin Sour,5,Cocktail Classics,1,oz, Gin,1,oz, Lemon Juice,0.5,oz, Egg White,1,oz, Powdered Sugar,,,,,,,Lemon Slice,Shake with ice and strain into sour glass. Garnish with a lemon slice.,Sour Glass,5,3.5,FALSE
Montezuma,6,Cocktail Classics,1.5,oz, Tequila,1,oz, Madeira,1,oz, Egg Yolk,0.5,oz, Crushed ice,,,,,,,,Mix in blender at low speed and serve in champagne flute.,Champagne Flute,6,4,FALSE
Miss Jones,6,Vodka,1.5,oz, Vanilla-flavored vodka,1,oz, Fresh lemon juice,0.5,oz, Butterscotch schnapps,0.5,oz, Limoncello,,,,,,,Star Anise,Shake with ice and strain into chilled cocktail glass. Garnish with star anise.,Cocktail Glass,6,3.5,FALSE
Mint Gin Cocktail,6,Cocktail Classics,1,oz, Mint-Flavored Gin,1,oz, White Port Wine,1.5,oz, Dry Vermouth,,,,,,,,,,,Stir with ice and strain into cocktail glass.,Cocktail Glass,6,3.5,FALSE
Mint Collins,14,Cocktail Classics,0.25,oz, Juice of a Lemon,2,oz, Mint-Flavored Gin,,,,,,,,,,,,,"Lemon Slice, Orange Slice, Cherry","Shake with ice and strain into collins glass. Add several ice cubes, fill with carbonated water, and stir. Garnish with a lemon slice, an orange slice, and a cherry. Serve with straws.",Collins Glass,14,2.25,FALSE
Million-Dollar Cocktail,6,Cocktail Classics,2,oz, Pineapple Juice,1,oz, Grenadine,1,oz, Egg White,0.75,oz, Sweet Vermouth,1,oz, Gin,,,,,Shake with ice and strain into cocktail glass.,Cocktail Glass,6,5.75,FALSE
Millionaire Cocktail,6,Cocktail Classics,1,oz, Egg White,0.25,oz, Grenadine,0.5,oz, Triple Sec,1.5,oz, Blended whiskey,,,,,,,,Shake with ice and strain into cocktail glass.,Cocktail Glass,6,3.25,FALSE
Academic Review,6,Whiskies,2,oz, Irish Whiskey,0.5,oz, Applejack,0.5,oz, Amaro Nonino,0.5,oz, Rye Whiskey,1,oz, Demerara Syrup,2,oz, Mole bitters 1 oz,Orange Twist,Stir with ice and strain into ice-filled old-fashioned glass. Garnish with an orange twist.,Old-Fashioned Glass,6,6.5,FALSE
Milk Punch,14,Cocktail Classics,1,oz, Powdered Sugar,2,oz, Blended whiskey,1,oz, Milk,,,,,,,,,,Nutmeg,Shake with ice and strain into collins glass. Top with nutmeg.,Collins Glass,14,4,FALSE
Merry Widow Fizz,7,Cocktail Classics,0.25,oz, Juice of Orange,0.5,oz, Juice of a Lemon,1,oz, Egg White,1,oz, Powdered Sugar,1,oz, Sloe gin,,,,,Shake with ice and strain into highball glass with two ice cubes. Fill with carbonated water and stir.,Highball Glass,7,3.75,FALSE
May Blossom Fizz,7,Cocktail Classics,1,oz, Grenadine,0.5,oz, Juice of a Lemon,2,oz, Swedish Punch,,,,,,,,,,,Shake with ice and strain into highball glass over two ice cubes. Fill with carbonated water and stir.,Highball Glass,7,3.5,FALSE
Mary Garden Cocktail,6,Cocktail Classics,1.5,oz, Dubonnet,0.75,oz, Dry Vermouth,,,,,,,,,,,,,,Stir with ice and strain into cocktail glass.,Cocktail Glass,6,2.25,FALSE
19th Century,6,Whiskies,2,oz, Bourbon whiskey,0.75,oz, Fresh lemon juice,0.75,oz, White creme de cacao,0.75,oz, Lillet Rouge,,,,,,,,Shake with ice and strain into chilled cocktail glass.,Cocktail Glass,6,4.25,FALSE
Manila Fizz,7,Cocktail Classics,1,oz, Gin,1,oz, Whole Egg,1,oz, Powdered Sugar,2,oz, Root Beer,1,oz, Juice of a Lime,,,,,Lemon Shake with ice and strain into highball glass over two ice cubes.,Highball Glass,7,6,FALSE
1626,6,Whiskies,2,oz, Bourbon whiskey,0.75,oz, Gingerbread liqueur,0.5,oz, cherry-flavored brandy,2,oz, Angostura Bitters,,,,,,,Cherry,Shake well with ice and strain into chilled cocktail glass. Garnish with a cherry.,Cocktail Glass,6,5.25,FALSE
Maracuya Mosquito,14,Vodka,1,oz, Fresh basil leaves,1.5,oz, Vodka,0.5,oz, Green Chartreuse,0.5,oz, Fresh Lime Juice,1,oz, Simple Syrup,1,oz, Passion Fruit Juice,Basil,Muddle 4 basil leaves in mixing glass. Add remaining ingredients. Shake with ice. Double-strain through wire sieve into crushed ice-filled Collins glass. Garnish with a basil leaf.,Collins Glass,14,5.5,FALSE
Madras,7,Vodka,2,oz, Vodka,4,oz, Cranberry Juice,1,oz, Orange juice,1,oz, Lime wedge,,,,,,,Lime Slice,Build in order given into ice-filled highball glass. Squeeze lime and add.,Highball Glass,7,8,FALSE
Absinthe Cocktail,6,Cocktail Classics,1.5,oz, Absinthe Substitute,2,oz, Water,1.5,oz, Old Mr. Boston Anisette ,1,oz, Orange Bitters,,,,,,,,Shake with ice and strain into cocktail glass.,Cocktail Glass,6,6,TRUE
Lychee Lucy,6,Vodka,2,oz, Vodka,0.5,oz, Lychee liqueur,0.5,oz, Fresh orange juice,0.5,oz, Pineapple Juice,1,oz, Angostura Bitters,,,,Lychee,Shake with ice and strain into chilled cocktail glass. Garnish with lychee.,Cocktail Glass,6,4.5,FALSE
Vodka Martini,6,Cocktail Classics,1.5,oz, Mr. Boston Vodka,0.75,oz, Dry Vermouth,,,,,,,,,,,,,Olive,Stir or shake with ice and strain into cocktail glass. Garnish with an olive. ,Cocktail Glass,6,2.25,FALSE
The Loop,6,Vodka,2,oz, Black cherry-flavored vodka,0.5,oz, White creme de cacao,0.5,oz, Chile Syrup,,,,,,,,,,Chocolate Shavings,Shake ingredients with ice. Pour into chilled old-fashioned glass. Top with chocolate shavings.,Old-Fashioned Glass,6,3,FALSE
Long Island Iced Tea,7,Vodka,2,oz, Vodka,0.75,oz, Blanco tequila,0.75,oz, Gin,0.75,oz, Light Rum,1,oz, Triple Sec,0.5,oz," Simple Syrup, 1/2 oz",Lemon Slice,"Shake ingredients, except cola, with ice and pour with ice into highball glass. Add cola for color. Garnish with a lemon slice.",Highball Glass,7,5.75,FALSE
Fallen Leaves,6,Brandy,0.75,oz, Calvados,0.75,oz, Sweet Vermouth,0.25,oz, Dry Vermouth,1,oz, Brandy,,,,,,,Lemon Twist,Stir with ice and strain into chilled cocktail glass. Garnish with a lemon twist.,Cocktail Glass,6,2.75,FALSE
L'italienne,6,Vodka,2,oz, Vodka,0.25,oz, Lillet Blanc,0.25,oz, Ramazzotti Amaro,1,oz, Orange Bitters,,,,,,,,Stir and strain into chilled cocktail glass.,Cocktail Glass,6,3.5,FALSE
Rum Dubonnet,6,Cocktail Classics,2,oz, Light Rum,1.5,oz, Dubonnet,1,oz, Lemon Juice,,,,,,,,,,,Shake with ice and strain into cocktail glass.,Cocktail Glass,6,4.5,FALSE
Ruby Fizz,7,Cocktail Classics,0.25,oz, Juice of a Lemon,1,oz, Powdered Sugar,1,oz, Egg White,1,oz, Grenadine,1,oz, Sloe gin,,,,,Shake with ice and strain into highball glass over two ice cubes. Fill with carbonated water and stir.,Highball Glass,7,4.25,FALSE
Limoncello Manzanilla Marmalade Sour,6,Vodka,2,oz, Citrus-flavored vodka,0.75,oz, Limoncello,0.75,oz, Manzanilla sherry,0.75,oz, Fresh lemon juice,1,oz, Grapefruit marmalade,,,,Orange Twist,Shake with ice and double-strain into chilled cocktail glass. Garnish with an orange twist.,Cocktail Glass,6,5.25,FALSE
Royal Purple Punch,3,Cocktail Classics,50.6,oz,red wine,2,oz,ginger ale,,,,,,,,,,,,,,Pour two bottles (750-ml size) claret or red wine and two large bottles ginger ale over ice cubes in punch bowl. Stir well. Top with lemon slices studded with cloves. Serve in punch glasses.,Punch Cup,3,52.6,FALSE
